target,n_missing,pct_missing,n_zero,pct_zero,n_nonzero,pct_nonzero,n_samples_present,mean,median,variance,metabolite_key,assay,name,inchikey,kegg,chebi,Confidence Score,Entropy Similarity,Spectra with Annotation (n),flag_present_lt_10_samples,flag_present_lt_20_samples,flag_zero_gt_95pct
C18_positive|IK:NJMQSVWMCODQIP-FQXXIRCGSA-N,0,0.0,10,9.523809523809524,95,90.47619047619048,95,1426236.5923912704,366829.76436856657,5228602730441.974,C18_positive|IK:NJMQSVWMCODQIP-FQXXIRCGSA-N,C18_positive,Icariside F2,NJMQSVWMCODQIP-FQXXIRCGSA-N,,,0.8330400521062391,0.63081056,2.0,False,False,False
C18_positive|IK:NNCVVPLZMBGDIK-FQABINTDSA-N,0,0.0,58,55.23809523809524,47,44.76190476190476,47,415821.53662385466,0.0,556906548137.8037,C18_positive|IK:NNCVVPLZMBGDIK-FQABINTDSA-N,C18_positive,Ncgc00384818-01_C27H30O11_,NNCVVPLZMBGDIK-FQABINTDSA-N,,,0.8190020852339883,0.60303247,1.0,False,False,False
C18_positive|IK:NNKKJSANGUCFHH-UHFFFAOYSA-N,0,0.0,70,66.66666666666667,35,33.333333333333336,35,57633.70288873368,0.0,15525028556.069847,C18_positive|IK:NNKKJSANGUCFHH-UHFFFAOYSA-N,C18_positive,"7,2',3'-Trimethoxyflavanone",NNKKJSANGUCFHH-UHFFFAOYSA-N,,,0.9841906320090844,0.5569059,1.0,False,False,False
C18_positive|IK:NVQGQHXFWUBOAU-KTKRTIGZSA-N,0,0.0,30,28.571428571428573,75,71.42857142857143,75,105647.8042034974,79491.51580305398,15865994966.4689,C18_positive|IK:NVQGQHXFWUBOAU-KTKRTIGZSA-N,C18_positive,Mononervonin (15c),NVQGQHXFWUBOAU-KTKRTIGZSA-N,,,0.9982321573056812,0.51813763,2.0,False,False,False
C18_positive|IK:NZKLGQRMNDHSPV-UHFFFAOYSA-N,0,0.0,59,56.19047619047619,46,43.80952380952381,46,38606.74345746074,0.0,2588833900.1494374,C18_positive|IK:NZKLGQRMNDHSPV-UHFFFAOYSA-N,C18_positive,"NCGC00380376-01_C22H40O3_1-Naphthalenepentanol, decahydro-2-hydroxy-gamma,2,5,5,8a-pentamethyl-, alpha-acetate",NZKLGQRMNDHSPV-UHFFFAOYSA-N,,,0.9942715271097728,0.5128258,1.0,False,False,False
C18_positive|IK:OEUWSFOOMITSHN-UHFFFAOYSA-N,0,0.0,85,80.95238095238095,20,19.047619047619047,20,27294.341702045967,0.0,5255147012.232171,C18_positive|IK:OEUWSFOOMITSHN-UHFFFAOYSA-N,C18_positive,Ncgc00385238-01_C25H36O4_,OEUWSFOOMITSHN-UHFFFAOYSA-N,,,0.9877936994832642,0.33339873,1.0,False,False,False
C18_positive|IK:OILXMJHPFNGGTO-ZAUYPBDWSA-N,0,0.0,83,79.04761904761905,22,20.952380952380953,22,26227.98021489168,0.0,4007706356.010036,C18_positive|IK:OILXMJHPFNGGTO-ZAUYPBDWSA-N,C18_positive,Brassicasterol,OILXMJHPFNGGTO-ZAUYPBDWSA-N,C08813,3168.0,0.995336892829448,0.40405697,1.0,False,False,False
C18_positive|IK:OIRDTQYFTABQOQ-KQYNXXCUSA-N,0,0.0,49,46.666666666666664,56,53.333333333333336,56,147243.67991948646,61935.3098062342,66233201002.60128,C18_positive|IK:OIRDTQYFTABQOQ-KQYNXXCUSA-N,C18_positive,Adenosine,OIRDTQYFTABQOQ-KQYNXXCUSA-N,C00212,16335.0,,0.8280294,5.0,False,False,False
C18_positive|IK:OKUGUNDXBGUFPA-OCGSKHJZSA-N,0,0.0,82,78.0952380952381,23,21.904761904761905,23,30079.962863774235,0.0,5871853220.813993,C18_positive|IK:OKUGUNDXBGUFPA-OCGSKHJZSA-N,C18_positive,beta-Phenylethanol beta-D-rutinoside,OKUGUNDXBGUFPA-OCGSKHJZSA-N,,,0.9986765318376576,0.3734185,1.0,False,False,False
C18_positive|IK:OKVJCVWFVRATSG-UHFFFAOYSA-N,0,0.0,20,19.047619047619047,85,80.95238095238095,85,5286549.8169278735,2722793.9008879066,66589406654244.09,C18_positive|IK:OKVJCVWFVRATSG-UHFFFAOYSA-N,C18_positive,3-Hydroxybenzyl alcohol,OKVJCVWFVRATSG-UHFFFAOYSA-N,C03351,17069.0,0.9573398769866468,0.8324317,5.0,False,False,False
C18_positive|IK:OLXZPDWKRNYJJZ-UHFFFAOYSA-N,0,0.0,81,77.14285714285714,24,22.857142857142858,24,39626.07135929062,0.0,6892686504.649887,C18_positive|IK:OLXZPDWKRNYJJZ-UHFFFAOYSA-N,C18_positive,Adenine deoxyribonucleoside,OLXZPDWKRNYJJZ-UHFFFAOYSA-N,,,,0.76499826,4.0,False,False,False
C18_positive|IK:ORJDDOBAOGKRJV-UHFFFAOYSA-N,0,0.0,53,50.476190476190474,52,49.523809523809526,52,447325.50259261706,0.0,2304164880099.257,C18_positive|IK:ORJDDOBAOGKRJV-UHFFFAOYSA-N,C18_positive,5-Hydroxy-7-methoxy-2-phenylchroman-4-one,ORJDDOBAOGKRJV-UHFFFAOYSA-N,,,0.9957730359931218,0.7017139,1.0,False,False,False
C18_positive|IK:OSZHSESNQIMXMZ-UHFFFAOYSA-N,0,0.0,68,64.76190476190476,37,35.23809523809524,37,389083.6458963007,0.0,2666346195183.1636,C18_positive|IK:OSZHSESNQIMXMZ-UHFFFAOYSA-N,C18_positive,3-Methoxysalicyl alcohol,OSZHSESNQIMXMZ-UHFFFAOYSA-N,,,0.9963817897057416,0.67778665,1.0,False,False,False
C18_positive|IK:OTBHHUPVCYLGQO-UHFFFAOYSA-N,0,0.0,12,11.428571428571429,93,88.57142857142857,93,1295668.6508400005,1292983.6717070444,342163046419.95593,C18_positive|IK:OTBHHUPVCYLGQO-UHFFFAOYSA-N,C18_positive,Norspermidine,OTBHHUPVCYLGQO-UHFFFAOYSA-N,C03375,16841.0,,0.79308844,6.0,False,False,False
C18_positive|IK:OTKJDMGTUTTYMP-UHFFFAOYSA-N,0,0.0,6,5.714285714285714,99,94.28571428571429,99,349609.4222467624,174151.78630856983,793719483785.5007,C18_positive|IK:OTKJDMGTUTTYMP-UHFFFAOYSA-N,C18_positive,"2-Aminooctadecane-1,3-diol",OTKJDMGTUTTYMP-UHFFFAOYSA-N,,,0.995039892914944,0.40343294,2.0,False,False,False
C18_positive|IK:OUBDJJFZUQGQLU-ZHFYLPRNSA-N,0,0.0,73,69.52380952380952,32,30.476190476190474,32,28075.314347429114,0.0,2553121688.9653277,C18_positive|IK:OUBDJJFZUQGQLU-ZHFYLPRNSA-N,C18_positive,Cypellocarpa C,OUBDJJFZUQGQLU-ZHFYLPRNSA-N,,,0.9972259212783908,0.3635601,1.0,False,False,False
C18_positive|IK:OVASVJPBDPJABT-UHFFFAOYSA-N,0,0.0,28,26.666666666666668,77,73.33333333333333,77,151740.36452319231,192315.76217553392,9878166419.95802,C18_positive|IK:OVASVJPBDPJABT-UHFFFAOYSA-N,C18_positive,"4,6-Dihydroxy-3-methyl-2,3-dihydroisoindol-1-one",OVASVJPBDPJABT-UHFFFAOYSA-N,,,0.4108155267652076,0.44655657,2.0,False,False,False
C18_positive|IK:OXVUXGFZHDKYLS-YFIQRXMRSA-N,0,0.0,85,80.95238095238095,20,19.047619047619047,20,178941.560863357,0.0,589683948287.2588,C18_positive|IK:OXVUXGFZHDKYLS-YFIQRXMRSA-N,C18_positive,"NCGC00169714-02_C30H48O5_(2alpha,3alpha,5xi,9xi,18xi)-2,3,19-Trihydroxyurs-12-en-28-oic acid",OXVUXGFZHDKYLS-YFIQRXMRSA-N,,,0.9798985229377316,0.5126818,1.0,False,False,False
C18_positive|IK:OYTCZOJKXCTBHG-UHFFFAOYSA-N,0,0.0,72,68.57142857142857,33,31.428571428571427,33,13671.735656106142,0.0,484878045.37331146,C18_positive|IK:OYTCZOJKXCTBHG-UHFFFAOYSA-N,C18_positive,Terbutylazine-2-hydroxy,OYTCZOJKXCTBHG-UHFFFAOYSA-N,,,,0.49251798,1.0,False,False,False
C18_positive|IK:OZFDJYNLTZUREV-UHFFFAOYSA-N,0,0.0,70,66.66666666666667,35,33.333333333333336,35,167839.8180286494,0.0,66126865689.18143,C18_positive|IK:OZFDJYNLTZUREV-UHFFFAOYSA-N,C18_positive,"(3,5-Dimethoxyphenyl)[4-(phenylcarbonyl)piperazin-1-yl]methanone",OZFDJYNLTZUREV-UHFFFAOYSA-N,,,,0.38893777,2.0,False,False,False
C18_positive|IK:PFTAWBLQPZVEMU-UHFFFAOYSA-N,0,0.0,68,64.76190476190476,37,35.23809523809524,37,257899.17425757457,0.0,457525457579.373,C18_positive|IK:PFTAWBLQPZVEMU-UHFFFAOYSA-N,C18_positive,"2-(3,4-Dihydroxyphenyl)chroman-3,5,7-triol",PFTAWBLQPZVEMU-UHFFFAOYSA-N,,,0.9981634386722076,0.88673145,1.0,False,False,False
C18_positive|IK:PHMGTWLYHMQYHV-KCUVMBNASA-N,0,0.0,80,76.19047619047619,25,23.80952380952381,25,77737.62038092001,0.0,40229112330.492874,C18_positive|IK:PHMGTWLYHMQYHV-KCUVMBNASA-N,C18_positive,Deoxypumilin,PHMGTWLYHMQYHV-KCUVMBNASA-N,,,0.9805369230753612,0.6412117,2.0,False,False,False
C18_positive|IK:PQBNFWAEWSZZOB-UHFFFAOYSA-N,0,0.0,84,80.0,21,20.0,21,22177.582992803596,0.0,9592820840.881233,C18_positive|IK:PQBNFWAEWSZZOB-UHFFFAOYSA-N,C18_positive,3-Hydroxy-6-methyl-2-(4-propan-2-ylphenyl)chromen-4-one,PQBNFWAEWSZZOB-UHFFFAOYSA-N,,,0.9970173741011288,0.38945618,1.0,False,False,False
C18_positive|IK:PRAUVHZJPXOEIF-UHFFFAOYSA-N,0,0.0,83,79.04761904761905,22,20.952380952380953,22,50734.69916499927,0.0,50278441731.670006,C18_positive|IK:PRAUVHZJPXOEIF-UHFFFAOYSA-N,C18_positive,"2,3,6,23-Tetrahydroxyurs-12-en-28-oic acid",PRAUVHZJPXOEIF-UHFFFAOYSA-N,,,0.9940032639264864,0.5619414,1.0,False,False,False
C18_positive|IK:PRYIJAGAEJZDBO-ZEQHCUNVSA-N,0,0.0,80,76.19047619047619,25,23.80952380952381,25,43429.0017752051,0.0,8547632775.696006,C18_positive|IK:PRYIJAGAEJZDBO-ZEQHCUNVSA-N,C18_positive,Cholesterol alpha-epoxide,PRYIJAGAEJZDBO-ZEQHCUNVSA-N,C15992,49305.0,0.9852616860527792,0.49808553,1.0,False,False,False
C18_positive|IK:PUQSUZTXKPLAPR-UJPOAAIJSA-N,0,0.0,58,55.23809523809524,47,44.76190476190476,47,198415.02035050356,0.0,101755806712.88515,C18_positive|IK:PUQSUZTXKPLAPR-UJPOAAIJSA-N,C18_positive,Gastrodin,PUQSUZTXKPLAPR-UJPOAAIJSA-N,,,0.998992896382232,0.3646744,1.0,False,False,False
C18_positive|IK:QAIPRVGONGVQAS-UHFFFAOYSA-N,0,0.0,64,60.95238095238095,41,39.04761904761905,41,302619.35228729626,0.0,697144016816.3615,C18_positive|IK:QAIPRVGONGVQAS-UHFFFAOYSA-N,C18_positive,"3,4-Dihydroxy cinnamic acid",QAIPRVGONGVQAS-UHFFFAOYSA-N,,,0.9977382247117348,0.8593537,4.0,False,False,False
C18_positive|IK:QEGXBXBKQLQOHP-HSZKHKTISA-N,0,0.0,78,74.28571428571429,27,25.714285714285715,27,21082.920068487016,0.0,3560811852.5512195,C18_positive|IK:QEGXBXBKQLQOHP-HSZKHKTISA-N,C18_positive,"[(2R,3S,4S,5R,6S)-3,4,5-Trihydroxy-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]methyl 8-methylnonanoate",QEGXBXBKQLQOHP-HSZKHKTISA-N,,,0.996582533792042,0.4277099,1.0,False,False,False
C18_positive|IK:QKJALQPLNMEDAV-UHFFFAOYSA-N,0,0.0,67,63.80952380952381,38,36.19047619047619,38,33234.156137340695,0.0,2595893164.3306932,C18_positive|IK:QKJALQPLNMEDAV-UHFFFAOYSA-N,C18_positive,3-Cyanocoumarin,QKJALQPLNMEDAV-UHFFFAOYSA-N,,,0.3801621583723894,0.48933035,1.0,False,False,False
C18_positive|IK:QUOZWMJFTQUXON-UXXRCYHCSA-N,0,0.0,81,77.14285714285714,24,22.857142857142858,24,31834.63192019524,0.0,4676872101.893169,C18_positive|IK:QUOZWMJFTQUXON-UXXRCYHCSA-N,C18_positive,Androsin,QUOZWMJFTQUXON-UXXRCYHCSA-N,,,0.9857324480391352,0.35423854,1.0,False,False,False
C18_positive|IK:QWQGMMRHTWIOGH-UHFFFAOYSA-N,0,0.0,84,80.0,21,20.0,21,111126.69740217051,0.0,69480447226.18456,C18_positive|IK:QWQGMMRHTWIOGH-UHFFFAOYSA-N,C18_positive,"2',4',6'-Trihydroxydihydrochalcone",QWQGMMRHTWIOGH-UHFFFAOYSA-N,,,0.9988049915425994,0.66515666,2.0,False,False,False
C18_positive|IK:RADKZDMFGJYCBB-UHFFFAOYSA-N,0,0.0,30,28.571428571428573,75,71.42857142857143,75,51735.63893195897,42621.53014889546,19514409265.933807,C18_positive|IK:RADKZDMFGJYCBB-UHFFFAOYSA-N,C18_positive,Pyridoxal,RADKZDMFGJYCBB-UHFFFAOYSA-N,C00250,17310.0,0.99183646557389,0.5472801,2.0,False,False,False
C18_positive|IK:RCFGIEPQSDGMJJ-UHFFFAOYSA-N,0,0.0,1,0.9523809523809523,104,99.04761904761905,104,7502103.8845776105,6716115.622430742,10437910459251.629,C18_positive|IK:RCFGIEPQSDGMJJ-UHFFFAOYSA-N,C18_positive,CID 13989914,RCFGIEPQSDGMJJ-UHFFFAOYSA-N,,,0.6880377727874027,0.70474404,4.0,False,False,False
C18_positive|IK:RCMABBHQYMBYKV-UHFFFAOYSA-N,0,0.0,78,74.28571428571429,27,25.714285714285715,27,93512.55252849165,0.0,100918546628.06906,C18_positive|IK:RCMABBHQYMBYKV-UHFFFAOYSA-N,C18_positive,9-Oxo-11-(3-pentyloxiran-2-YL)undec-10-enoic acid,RCMABBHQYMBYKV-UHFFFAOYSA-N,,,0.9893610098306544,0.5178435,2.0,False,False,False
C18_positive|IK:RGHHSNMVTDWUBI-UHFFFAOYSA-N,0,0.0,1,0.9523809523809523,104,99.04761904761905,104,8732085.480029376,2915182.507841889,140675246560635.44,C18_positive|IK:RGHHSNMVTDWUBI-UHFFFAOYSA-N,C18_positive,4-Hydroxybenzaldehyde,RGHHSNMVTDWUBI-UHFFFAOYSA-N,C00633,17597.0,0.9880825859844168,0.6741705,3.0,False,False,False
C18_positive|IK:RGHMISIYKIHAJW-UHFFFAOYSA-N,0,0.0,73,69.52380952380952,32,30.476190476190474,32,665226.4708130788,0.0,1219428324681.0803,C18_positive|IK:RGHMISIYKIHAJW-UHFFFAOYSA-N,C18_positive,"3,4-Dihydroxymandelic acid",RGHMISIYKIHAJW-UHFFFAOYSA-N,C05580,27637.0,0.9967282136275282,0.5357388,3.0,False,False,False
C18_positive|IK:RJKFOVLPORLFTN-UHFFFAOYSA-N,0,0.0,43,40.95238095238095,62,59.04761904761905,62,135358.45574098662,47580.27824032679,120641374154.55785,C18_positive|IK:RJKFOVLPORLFTN-UHFFFAOYSA-N,C18_positive,"1-acetyl-9a,11a-dimethyl-1H,2H,3H,3aH,3bH,4H,5H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-7-one",RJKFOVLPORLFTN-UHFFFAOYSA-N,,,0.9969882954473016,0.48771346,2.0,False,False,False
C18_positive|IK:ROJOJPXRGHLGTC-UHFFFAOYSA-N,0,0.0,35,33.333333333333336,70,66.66666666666667,70,427007.4909813701,120026.8945252411,2238161689750.9175,C18_positive|IK:ROJOJPXRGHLGTC-UHFFFAOYSA-N,C18_positive,"1-(2-Hydroxy-4,6-dimethoxyphenyl)-2-(4-methoxyphenyl)ethanone",ROJOJPXRGHLGTC-UHFFFAOYSA-N,,,0.9990312558907644,0.4182814,1.0,False,False,False
C18_positive|IK:RTIXKCRFFJGDFG-UHFFFAOYSA-N,0,0.0,81,77.14285714285714,24,22.857142857142858,24,40838.122412452125,0.0,19627152901.62361,C18_positive|IK:RTIXKCRFFJGDFG-UHFFFAOYSA-N,C18_positive,Chrysin,RTIXKCRFFJGDFG-UHFFFAOYSA-N,C10028,75095.0,0.9988495760354996,0.51896644,1.0,False,False,False
C18_positive|IK:RWQNBRDOKXIBIV-UHFFFAOYSA-N,0,0.0,32,30.476190476190474,73,69.52380952380952,73,138553.4948552178,90200.22791703232,46053003596.49536,C18_positive|IK:RWQNBRDOKXIBIV-UHFFFAOYSA-N,C18_positive,Thymine,RWQNBRDOKXIBIV-UHFFFAOYSA-N,C00178,17821.0,0.9900668391021494,0.7123421,4.0,False,False,False
C18_positive|IK:RZRNAYUHWVFMIP-MDZDMXLPSA-N,0,0.0,79,75.23809523809524,26,24.761904761904763,26,18593.169675228903,0.0,1688310245.3540003,C18_positive|IK:RZRNAYUHWVFMIP-MDZDMXLPSA-N,C18_positive,Monoelaidin,RZRNAYUHWVFMIP-MDZDMXLPSA-N,,,0.9810825909046984,0.758585,1.0,False,False,False
C18_positive|IK:SAOKZLXYCUGLFA-UHFFFAOYSA-N,0,0.0,66,62.857142857142854,39,37.142857142857146,39,32063.996654130766,0.0,3564600960.1371393,C18_positive|IK:SAOKZLXYCUGLFA-UHFFFAOYSA-N,C18_positive,Bis(2-ethylhexyl) adipate,SAOKZLXYCUGLFA-UHFFFAOYSA-N,C14240,34675.0,0.9919047972484965,0.82348955,1.0,False,False,False
C18_positive|IK:SDEUJZQQWGXEEM-UHFFFAOYSA-N,0,0.0,1,0.9523809523809523,104,99.04761904761905,104,2830559.102378331,2543733.525894489,1511540464926.5005,C18_positive|IK:SDEUJZQQWGXEEM-UHFFFAOYSA-N,C18_positive,"8-(2,3-Dihydroxy-3-methylbutyl)-5,7-dimethoxy-2-phenyl-2,3-dihydrochromen-4-one",SDEUJZQQWGXEEM-UHFFFAOYSA-N,,,0.7569237802333278,0.38365313,4.0,False,False,False
C18_positive|IK:SIKJAQJRHWYJAI-UHFFFAOYSA-N,0,0.0,38,36.19047619047619,67,63.80952380952381,67,1824886.8184278295,576623.3940075785,8687279208495.083,C18_positive|IK:SIKJAQJRHWYJAI-UHFFFAOYSA-N,C18_positive,Indole,SIKJAQJRHWYJAI-UHFFFAOYSA-N,C00463,16881.0,,0.4053294,6.0,False,False,False
C18_positive|IK:SIMPNXWTAVEOTO-RKQHYHRCSA-N,0,0.0,75,71.42857142857143,30,28.571428571428573,30,97837.4799205615,0.0,48647446938.83663,C18_positive|IK:SIMPNXWTAVEOTO-RKQHYHRCSA-N,C18_positive,Vanilloloside,SIMPNXWTAVEOTO-RKQHYHRCSA-N,,68967.0,0.9140544871026858,0.33627138,1.0,False,False,False
C18_positive|IK:SLXKOJJOQWFEFD-UHFFFAOYSA-N,0,0.0,0,0.0,105,100.0,105,336129.88168592536,302456.47528514266,45479099518.286575,C18_positive|IK:SLXKOJJOQWFEFD-UHFFFAOYSA-N,C18_positive,6-Ammoniohexanoate,SLXKOJJOQWFEFD-UHFFFAOYSA-N,C02378,16586.0,0.986180698679166,0.58963484,3.0,False,False,False
C18_positive|IK:SMUMBCREXHTKFN-VZOUQOBNSA-N,0,0.0,30,28.571428571428573,75,71.42857142857143,75,781365.94280945,158846.57097150385,2660702101892.955,C18_positive|IK:SMUMBCREXHTKFN-VZOUQOBNSA-N,C18_positive,hydrangeifolin I,SMUMBCREXHTKFN-VZOUQOBNSA-N,,,0.9958327040651896,0.53140754,3.0,False,False,False
C18_positive|IK:SOLWETWNPWWTPC-QPJJXVBHSA-N,0,0.0,43,40.95238095238095,62,59.04761904761905,62,605018.6953070359,182856.3094471104,654967224939.7374,C18_positive|IK:SOLWETWNPWWTPC-QPJJXVBHSA-N,C18_positive,"NCGC00380434-01_C26H32O14_Methyl 1-(hexopyranosyloxy)-5,6-dihydroxy-7-({[(2E)-3-(4-hydroxyphenyl)-2-propenoyl]oxy}methyl)-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-4-carboxylate",SOLWETWNPWWTPC-QPJJXVBHSA-N,,,0.9820742948458664,0.41367576,1.0,False,False,False
C18_positive|IK:SPWHQAUMLDQOFU-LWZOEEAQSA-N,0,0.0,69,65.71428571428571,36,34.285714285714285,36,51444.35361655999,0.0,11145347695.641253,C18_positive|IK:SPWHQAUMLDQOFU-LWZOEEAQSA-N,C18_positive,"2-(hydroxymethyl)-6-[4-[(2S,3S)-3-(hydroxymethyl)-5-[(E)-3-hydroxyprop-1-enyl]-7-methoxy-2,3-dihydro-1-benzofuran-2-yl]-2-methoxyphenoxy]oxane-3,4,5-triol",SPWHQAUMLDQOFU-LWZOEEAQSA-N,,,0.9842469803633156,0.5041122,1.0,False,False,False
C18_positive|IK:STCOOQWBFONSKY-UHFFFAOYSA-N,0,0.0,54,51.42857142857143,51,48.57142857142857,51,134413.26999401176,0.0,20946946551.11296,C18_positive|IK:STCOOQWBFONSKY-UHFFFAOYSA-N,C18_positive,Tributyl Phosphate,STCOOQWBFONSKY-UHFFFAOYSA-N,C14439,35019.0,0.9933883512101824,0.56117284,1.0,False,False,False
C18_positive|IK:SWYRVCGNMNAFEK-CLCVOTHJSA-N,0,0.0,47,44.76190476190476,58,55.23809523809524,58,88771.95475159159,30170.22721622925,26611975135.53347,C18_positive|IK:SWYRVCGNMNAFEK-CLCVOTHJSA-N,C18_positive,"3,5,5-Trimethyl-4beta-hydroxy-4-[3-(beta-D-glucopyranosyloxy)-1-butenyl]-2-cyclohexene-1-one",SWYRVCGNMNAFEK-CLCVOTHJSA-N,,,0.991078426189208,0.3684033,1.0,False,False,False
C18_positive|IK:SXOPCLUOUFQBJV-UHFFFAOYSA-N,0,0.0,17,16.19047619047619,88,83.80952380952381,88,99604.52243899078,109447.35496281972,3425853077.5803294,C18_positive|IK:SXOPCLUOUFQBJV-UHFFFAOYSA-N,C18_positive,2-Amino-3-methoxybenzoic acid,SXOPCLUOUFQBJV-UHFFFAOYSA-N,,27440.0,0.3767240830371005,0.5657932,2.0,False,False,False
C18_positive|IK:SYVFGLXUEAXFAP-UHFFFAOYSA-N,0,0.0,32,30.476190476190474,73,69.52380952380952,73,148906.5482079935,138694.89463052154,25520737335.901924,C18_positive|IK:SYVFGLXUEAXFAP-UHFFFAOYSA-N,C18_positive,Mkn-003C,SYVFGLXUEAXFAP-UHFFFAOYSA-N,,,0.9967763789735324,0.3343598,1.0,False,False,False
C18_positive|IK:SZUJJDLBXJCDNT-UHFFFAOYSA-N,0,0.0,83,79.04761904761905,22,20.952380952380953,22,156259.13532081107,0.0,1120012907930.5273,C18_positive|IK:SZUJJDLBXJCDNT-UHFFFAOYSA-N,C18_positive,"N-(1,3,4-trihydroxyoctadecan-2-yl)acetamide",SZUJJDLBXJCDNT-UHFFFAOYSA-N,,,0.9952531503090052,0.39357337,1.0,False,False,False
C18_positive|IK:UAUDZVJPLUQNMU-KTKRTIGZSA-N,0,0.0,0,0.0,105,100.0,105,22171610.8283495,18167361.906039804,149306727331510.03,C18_positive|IK:UAUDZVJPLUQNMU-KTKRTIGZSA-N,C18_positive,Erucamide,UAUDZVJPLUQNMU-KTKRTIGZSA-N,,142245.0,0.7927098687689493,0.74954885,4.0,False,False,False
C18_positive|IK:ULSIYEODSMZIPX-UHFFFAOYSA-N,0,0.0,79,75.23809523809524,26,24.761904761904763,26,184119.90223806092,0.0,398584662744.81995,C18_positive|IK:ULSIYEODSMZIPX-UHFFFAOYSA-N,C18_positive,Phenylethanolamine,ULSIYEODSMZIPX-UHFFFAOYSA-N,C02735,16343.0,,0.8285863,4.0,False,False,False
C18_positive|IK:UVBLDLGZDSGCSN-MWOWFCOASA-N,0,0.0,59,56.19047619047619,46,43.80952380952381,46,489192.6169112256,0.0,1654644429271.336,C18_positive|IK:UVBLDLGZDSGCSN-MWOWFCOASA-N,C18_positive,CID 9911823,UVBLDLGZDSGCSN-MWOWFCOASA-N,,,0.9907087345231792,0.69942504,3.0,False,False,False
C18_positive|IK:UWHCKJMYHZGTIT-UHFFFAOYSA-N,0,0.0,0,0.0,105,100.0,105,559427.8651498146,486476.3173340447,105158249552.71312,C18_positive|IK:UWHCKJMYHZGTIT-UHFFFAOYSA-N,C18_positive,Tetraethylene Glycol,UWHCKJMYHZGTIT-UHFFFAOYSA-N,,44920.0,0.9977089821763176,0.54936,3.0,False,False,False
C18_positive|IK:VDVJGIYXDVPQLP-UHFFFAOYSA-N,0,0.0,28,26.666666666666668,77,73.33333333333333,77,253891.3136379064,148231.9684052691,107436666269.87465,C18_positive|IK:VDVJGIYXDVPQLP-UHFFFAOYSA-N,C18_positive,Piperonylic Acid,VDVJGIYXDVPQLP-UHFFFAOYSA-N,,107644.0,0.9992680524144316,0.633658,6.0,False,False,False
C18_positive|IK:VPAOSFFTKWUGAD-TVKJYDDYSA-N,0,0.0,82,78.0952380952381,23,21.904761904761905,23,177825.04260398328,0.0,522702286368.2504,C18_positive|IK:VPAOSFFTKWUGAD-TVKJYDDYSA-N,C18_positive,Skimmin,VPAOSFFTKWUGAD-TVKJYDDYSA-N,,,0.9924861578534732,0.38193238,1.0,False,False,False
C18_positive|IK:VQTDPCRSXHFMOL-UHFFFAOYSA-N,0,0.0,66,62.857142857142854,39,37.142857142857146,39,956734.1760122376,0.0,4749628703971.842,C18_positive|IK:VQTDPCRSXHFMOL-UHFFFAOYSA-N,C18_positive,"1-(2,4-Dimethoxyphenyl)ethanone",VQTDPCRSXHFMOL-UHFFFAOYSA-N,,,0.9984807506445308,0.34565347,2.0,False,False,False
C18_positive|IK:VRHZMFGDDGFRLP-UHFFFAOYSA-N,0,0.0,73,69.52380952380952,32,30.476190476190474,32,39786.324673575495,0.0,17223331167.373047,C18_positive|IK:VRHZMFGDDGFRLP-UHFFFAOYSA-N,C18_positive,"5-[6-(3-Hydroxy-4-methoxyphenyl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-3-yl]-2-methoxyphenol",VRHZMFGDDGFRLP-UHFFFAOYSA-N,,,0.8614167315625656,0.7493412,1.0,False,False,False
C18_positive|IK:VXOZCESVZIRHCJ-LNSUSAKYSA-N,0,0.0,53,50.476190476190474,52,49.523809523809526,52,227358.00172030684,0.0,286522483770.5497,C18_positive|IK:VXOZCESVZIRHCJ-LNSUSAKYSA-N,C18_positive,"(1S,2R,5R,6R,10R,13S,15S)-5-[(E,2R,5R)-5,6-dimethylhept-3-en-2-yl]-6,10-dimethyl-16,17-dioxapentacyclo[13.2.2.01,9.02,6.010,15]nonadec-18-en-13-ol",VXOZCESVZIRHCJ-LNSUSAKYSA-N,,,0.8735562843247999,0.6143447,2.0,False,False,False
C18_positive|IK:VYXBNIDRQOAAHX-RQADFKIXSA-N,0,0.0,10,9.523809523809524,95,90.47619047619048,95,3487290.849419588,3597000.6276952773,1739296684776.484,C18_positive|IK:VYXBNIDRQOAAHX-RQADFKIXSA-N,C18_positive,"methyl 3-[(1E,3E)-3,5-dimethylhepta-1,3-dienyl]-8-hydroxy-6a,8-dimethyl-6-oxo-9,9a-dihydrofuro[2,3-h]isochromene-9-carboxylate",VYXBNIDRQOAAHX-RQADFKIXSA-N,,,0.8304206057215207,0.32794768,2.0,False,False,False
